000063,000007,ACADEMY BEDAZZLED,PENELOPE AKROYD,25.99,0,001147
000064,000014,ACADEMY BEETHOVEN,ANGELINA PESCI,18.99,0,007080
000065,000004,ACADEMY BEHAVIOR,SANDRA HUNT,10.99,0,003829
000066,000005,ACADEMY BENEATH,RICHARD MOORE,11.99,0,000535
000067,000008,ACADEMY BERETS,MERYL RUSH,18.99,0,005897
000068,000010,ACADEMY BETRAYED,LENA KELLY,16.99,0,008888
000069,000008,ACADEMY BEVERLY,LIAM COOPER,20.99,0,005962
000070,000004,ACADEMY BIKINI,AUDREY SOBIESKI,11.99,0,001697
000071,000008,ACADEMY BILKO,ROBERT DEAN,15.99,0,008783
000072,000006,ACADEMY BILL,MARLON SILVERSTONE,9.99,0,007783
000073,000011,ACADEMY BINGO,GARY SPACEK,13.99,0,006125
000074,000002,ACADEMY BIRCH,PENELOPE NEWMAN,24.99,0,004012
000075,000006,ACADEMY BIRD,DREW HEPBURN,17.99,0,001548
000076,000009,ACADEMY BIRDCAGE,HELEN ALLEN,17.99,0,007375
000077,000005,ACADEMY BIRDS,KEVIN MIRANDA,28.99,0,008098
000078,000012,ACADEMY BLACKOUT,MARISA FIELD,9.99,0,008440
000079,000010,ACADEMY BLADE,JULIA MINELLI,17.99,0,007189
000080,000013,ACADEMY BLANKET,CHARLTON NICHOLSON,9.99,0,006858
000081,000004,ACADEMY BLINDNESS,MICHELLE MCCONAUGHEY,20.99,0,000058
000082,000005,ACADEMY BLOOD,MARLON DIAZ,27.99,0,003414
000083,000011,ACADEMY BLUES,MARLENE TEMPLE,15.99,0,001863
000084,000003,ACADEMY BOILED,ROBERT JOLIE,23.99,0,001912
000085,000007,ACADEMY BONNIE,SANDRA PALTROW,20.99,0,009325
000086,000004,ACADEMY BOOGIE,KEVIN WALKEN,28.99,0,005526
000087,000016,ACADEMY BOONDOCK,RIP RYDER,21.99,0,009953
000088,000015,ACADEMY BORN,SCARLETT FINNEY,21.99,0,007594
000089,000013,ACADEMY BORROWERS,ELVIS RYAN,21.99,0,001670
000090,000013,ACADEMY BOULEVARD,SCARLETT TAUTOU,22.99,0,006120
000091,000010,ACADEMY BOUND,KATE MIRANDA,12.99,0,000330
000092,000012,ACADEMY BOWFINGER,ROBIN KEATON,19.99,0,004899
000093,000009,ACADEMY BRANNIGAN,RIP BARRYMORE,17.99,0,004522
000094,000003,ACADEMY BRAVEHEART,EDWARD HAWKE,17.99,0,007176
000095,000010,ACADEMY BREAKFAST,LAUREN SILVERSTONE,18.99,0,009952
000096,000001,ACADEMY BREAKING,MARILYN BERGMAN,21.99,0,002198
000097,000011,ACADEMY BRIDE,NICK WAHLBERG,18.99,0,008506
000098,000016,ACADEMY BRIGHT,SISSY WEAVER,25.99,0,005368
000099,000004,ACADEMY BRINGING,VAL HURT,18.99,0,009673
000100,000003,ACADEMY BROOKLYN,PENELOPE HOPPER,25.99,0,002576
000101,000013,ACADEMY BROTHERHOOD,GOLDIE WILLIS,17.99,0,005545
000102,000010,ACADEMY BUBBLE,JODIE CRUISE,16.99,0,009166
000103,000004,ACADEMY BUCKET,SANDRA MARX,11.99,0,001991
000104,000011,ACADEMY BUGSY,MEG MALDEN,21.99,0,005609
000105,000010,ACADEMY BULL,ALAN DENCH,16.99,0,009237
000106,000010,ACADEMY BULWORTH,SIDNEY ROBBINS,28.99,0,004480
000107,000008,ACADEMY BUNCH,MAE RYDER,29.99,0,002929
000108,000015,ACADEMY BUTCH,SISSY GARLAND,24.99,0,002730
000109,000016,ACADEMY BUTTERFLY,SANDRA BRODY,22.99,0,009246
000110,000003,ACADEMY CABIN,CHRISTIAN DREYFUSS,13.99,0,001763
000111,000003,ACADEMY CADDYSHACK,VAL DEAN,9.99,0,001200
000112,000008,ACADEMY CALENDAR,SUSAN MIRANDA,11.99,0,000706
000113,000007,ACADEMY CALIFORNIA,JANE JOHANSSON,15.99,0,009124
000114,000010,ACADEMY CAMELOT,ALICIA CRUISE,18.99,0,007534
000115,000006,ACADEMY CAMPUS,ANDY ZELLWEGER,19.99,0,006618
000116,000012,ACADEMY CANDIDATE,SIDNEY FISHER,22.99,0,000502
000117,000013,ACADEMY CANDLES,MICHAEL SANDLER,23.99,0,003130
000118,000013,ACADEMY CANYON,RICHARD DUNST,12.99,0,000535
000119,000002,ACADEMY CAPER,ED CHASE,11.99,0,000581
000120,000015,ACADEMY CARIBBEAN,ANNE WEAVER,28.99,0,002570
000121,000010,ACADEMY CAROL,LAUREN COOPER,19.99,0,009261
000122,000009,ACADEMY CARRIE,NATALIE LOREN,13.99,0,006336
000123,000009,ACADEMY CASABLANCA,TIM ANISTON,16.99,0,005227
000124,000007,ACADEMY CASPER,MEG FAWCETT,22.99,0,002691
000125,000012,ACADEMY CASSIDY,DENNIS FONDA,24.99,0,006836
000126,000001,ACADEMY CASUALTIES,RUSSELL STREEP,21.99,0,006680
000127,000009,ACADEMY CAT,ELIZABETH STREEP,14.99,0,005144
000128,000015,ACADEMY CATCH,KARL MATTHAU,26.99,0,007368
000129,000006,ACADEMY CAUSE,ANGELA GARBO,9.99,0,004873
000130,000005,ACADEMY CELEBRITY,RIVER PALTROW,19.99,0,000783
000131,000004,ACADEMY CENTER,SYLVESTER HUSTON,9.99,0,002449
000132,000012,ACADEMY CHAINSAW,BOB MATTHAU,29.99,0,001661
000133,000008,ACADEMY CHAMBER,PEARL PRESLEY,9.99,0,007365
000134,000012,ACADEMY CHAMPION,BRAD WAHLBERG,25.99,0,001015
000135,000005,ACADEMY CHANCE,RICHARD DEGENERES,10.99,0,002773
000136,000003,ACADEMY CHAPLIN,ORLANDO WATSON,11.99,0,008453
000137,000006,ACADEMY CHARADE,JEREMY O’DONNELL,18.99,0,003240
000138,000010,ACADEMY CHARIOTS,BEN BULLOCK,16.99,0,006599
000139,000002,ACADEMY CHASING,LAUREN THERON,13.99,0,005289
000140,000005,ACADEMY CHEAPER,PARKER WAYNE,11.99,0,005150
000141,000007,ACADEMY CHICAGO,JENNIFER DAVIS,12.99,0,004338
000142,000001,ACADEMY CHICKEN,CARRIE MIRANDA,18.99,0,007803
000143,000013,ACADEMY CHILL,STEVE NOLTE,27.99,0,000472
000144,000009,ACADEMY CHINATOWN,THORA CRAWFORD,11.99,0,005962
000145,000011,ACADEMY CHISUM,KATE PACINO,17.99,0,005777
000146,000015,ACADEMY CHITTY,RALPH DAY-LEWIS,16.99,0,000975
000147,000013,ACADEMY CHOCOLAT,NICOLE GRANT,28.99,0,008315
000148,000012,ACADEMY CHOCOLATE,JULIA MCQUEEN,22.99,0,005789
000149,000011,ACADEMY CHRISTMAS,OPRAH BACALL,21.99,0,001440
000150,000004,ACADEMY CIDER,ROSIE ROBERTS,24.99,0,006668
000151,000006,ACADEMY CINCINATTI,SIDNEY BRANAGH,11.99,0,002704
000152,000004,ACADEMY CIRCUS,MARLON DRIVER,28.99,0,005070
000153,000013,ACADEMY CITIZEN,CHARLES WATSON,15.99,0,006446
000154,000014,ACADEMY CLASH,MATTHEW DEE,22.99,0,008130
000155,000013,ACADEMY CLEOPATRA,LEELEE BACALL,21.99,0,007745
000156,000005,ACADEMY CLERKS,SHIRLEY BERRY,12.99,0,003598
000157,000008,ACADEMY CLOCKWORK,MARISA GOLDBERG,11.99,0,008695
000158,000010,ACADEMY CLONES,RICHARD BOLGER,24.99,0,003668
000159,000007,ACADEMY CLOSER,LENA DIETRICH,10.99,0,004322
000160,000015,ACADEMY CLUB,JESSICA NEWMAN,18.99,0,002245
000161,000004,ACADEMY CLUE,FRED LOLLOBRIGIDA,11.99,0,004802
000162,000008,ACADEMY CLUELESS,SALLY CRUISE,11.99,0,001846
000163,000001,ACADEMY CLYDE,FAY TRACY,25.99,0,006876
000164,000003,ACADEMY COAST,WALTER BALL,25.99,0,008613
000165,000004,ACADEMY COLDBLOODED,KATE WRAY,23.99,0,008286
000166,000015,ACADEMY COLOR,HUMPHREY PECK,13.99,0,001548
000167,000011,ACADEMY COMA,GREGORY FINNEY,20.99,0,006404
000168,000012,ACADEMY COMANCHEROS,KATHARINE HORNE,9.99,0,001917
000169,000012,ACADEMY COMFORTS,DUSTIN HOFFMAN,22.99,0,003494
000170,000009,ACADEMY COMMAND,GREG HECHE,10.99,0,008094
000171,000015,ACADEMY COMMANDMENTS,JULIANNE WOOD,14.99,0,003593
000172,000008,ACADEMY CONEHEADS,MEL SUVARI,25.99,0,001404
000173,000007,ACADEMY CONFESSIONS,LEONARDO BOLGER,29.99,0,008691
000174,000003,ACADEMY CONFIDENTIAL,GENE SANDLER,17.99,0,005324
000175,000012,ACADEMY CONFUSED,WALTER WINFREY,10.99,0,000531
000176,000015,ACADEMY CONGENIALITY,ANDY TORN,17.99,0,002199
000177,000013,ACADEMY CONNECTICUT,AUDREY MCDORMAND,18.99,0,004600
000178,000010,ACADEMY CONNECTION,KIRK SPACEK,13.99,0,006726
000179,000002,ACADEMY CONQUERER,JODIE WILLIS,17.99,0,009309
000180,000015,ACADEMY CONSPIRACY,SOPHIA BOLGER,27.99,0,009215
000181,000015,ACADEMY CONTACT,RIVER BLANCHETT,29.99,0,000048
000182,000004,ACADEMY CONTROL,LUCILLE DRIVER,14.99,0,000365
000183,000012,ACADEMY CONVERSATION,SCARLETT GABLE,14.99,0,006753
000184,000016,ACADEMY CORE,MAE MCDORMAND,18.99,0,009961
000185,000006,ACADEMY COWBOY,BRAD WALKEN,14.99,0,002911
000186,000003,ACADEMY CRAFT,HELEN PFEIFFER,9.99,0,008896
000187,000001,ACADEMY CRANES,CLARK THURMAN,22.99,0,009254
000188,000011,ACADEMY CRAZY,EWAN TAYLOR,20.99,0,008287
000189,000004,ACADEMY CREATURES,JENNIFER BRANDO,27.99,0,004613
000190,000014,ACADEMY CREEPERS,HENRY TURNER,29.99,0,001877
000191,000004,ACADEMY CROOKED,SUSAN GARCIA,22.99,0,006155
000192,000009,ACADEMY CROSSING,JUDE GOLDBERG,23.99,0,006501
000193,000010,ACADEMY CROSSROADS,JULIANNE O’DONNELL,27.99,0,006754
000194,000012,ACADEMY CROW,RALPH HORNE,12.99,0,003341
000195,000011,ACADEMY CROWDS,ED CRONYN,9.99,0,004177
000196,000004,ACADEMY CRUELTY,PEARL GRANT,11.99,0,001450
000197,000012,ACADEMY CRUSADE,JULIANNE KIDMAN,14.99,0,005418
000198,000015,ACADEMY CRYSTAL,DUSTIN STALLONE,17.99,0,004769
000199,000002,ACADEMY CUPBOARD,UMA HORNE,27.99,0,002665
000200,000004,ACADEMY CURTAIN,JEFF DOUGLAS,18.99,0,005866
000201,000015,ACADEMY CYCLONE,WILL KAHN,22.99,0,009850
000202,000013,ACADEMY DADDY,JULIA GRANT,15.99,0,007402
000203,000014,ACADEMY DAISY,LAUREN KIDMAN,11.99,0,003238
000204,000010,ACADEMY DALMATIONS,RALPH BALL,19.99,0,004273
000205,000013,ACADEMY DANCES,MILLA CAINE,13.99,0,000079
000206,000014,ACADEMY DANCING,JULIANNE HUNT,25.99,0,001673
000207,000013,ACADEMY DANGEROUS,KIM WALKEN,15.99,0,001936
000208,000001,ACADEMY DARES,NATALIE BRANDO,21.99,0,006782
000209,000016,ACADEMY DARKNESS,MORGAN RUSSELL,24.99,0,006457
000210,000003,ACADEMY DARKO,PENELOPE BLOOM,27.99,0,003817
000211,000014,ACADEMY DARLING,RUSSELL CAMPBELL,17.99,0,009815
000212,000009,ACADEMY DARN,SPENCER PALTROW,11.99,0,001550
000213,000005,ACADEMY DATE,EMILY BAILEY,9.99,0,004789
000214,000012,ACADEMY DAUGHTER,EMILY LUGOSI,18.99,0,005732
000215,000002,ACADEMY DAWN,MARY HUDSON,27.99,0,009860
000216,000004,ACADEMY DAY,CARRIE CRUISE,11.99,0,000605
000217,000002,ACADEMY DAZED,PARKER CAMPBELL,29.99,0,007692
000218,000003,ACADEMY DECEIVER,RENEE LAW,17.99,0,004484
000219,000015,ACADEMY DEEP,ANDY FIELD,12.99,0,003496
000220,000012,ACADEMY DEER,RITA SOBIESKI,17.99,0,001454
000221,000007,ACADEMY DELIVERANCE,GREG WATSON,19.99,0,009254
000222,000010,ACADEMY DESERT,ANTHONY BRODY,16.99,0,003241
000223,000002,ACADEMY DESIRE,SIDNEY DERN,28.99,0,004877
000224,000006,ACADEMY DESPERATE,RENEE LANSBURY,17.99,0,005474
000225,000012,ACADEMY DESTINATION,HARRISON HOPE,20.99,0,000675
000226,000012,ACADEMY DESTINY,ADRIEN DAY-LEWIS,9.99,0,000466
000227,000016,ACADEMY DETAILS,CHRISTIAN DUNST,9.99,0,002814
000228,000006,ACADEMY DETECTIVE,KATE PINKETT,14.99,0,002063
000229,000012,ACADEMY DEVIL,ORLANDO AFFLECK,20.99,0,004812
000230,000002,ACADEMY DIARY,THORA CAGE,18.99,0,007689
000231,000009,ACADEMY DINOSAUR,WINONA HACKMAN,20.99,0,007178
000232,000010,ACADEMY DIRTY,AL HARRIS,24.99,0,006477
000233,000001,ACADEMY DISCIPLE,HENRY SARANDON,20.99,0,000344
000234,000013,ACADEMY DISTURBING,ANDY RYAN,20.99,0,004297
000235,000001,ACADEMY DIVIDE,KIRK HAWKE,28.99,0,002550
000236,000012,ACADEMY DIVINE,MARLENE HACKMAN,23.99,0,000895
000237,000007,ACADEMY DIVORCE,JON KAHN,18.99,0,009431
000238,000002,ACADEMY DOCTOR,NICOLE DUKAKIS,18.99,0,008047
000239,000009,ACADEMY DOGMA,LENA MCQUEEN,20.99,0,009263
000240,000016,ACADEMY DOLLS,GREG CRUZ,20.99,0,002132
000241,000013,ACADEMY DONNIE,LISA TANDY,18.99,0,005463
000242,000009,ACADEMY DOOM,ANNE WRAY,9.99,0,003211
000243,000016,ACADEMY DOORS,LISA KEATON,24.99,1,004739
000244,000009,ACADEMY DORADO,BURT JOLIE,11.99,0,002840
000245,000001,ACADEMY DOUBLE,JODIE ASTAIRE,17.99,0,006238
000246,000010,ACADEMY DOUBTFIRE,JOHN GABLE,13.99,0,000543
000247,000013,ACADEMY DOWNHILL,ANGELINA FISHER,26.99,0,004802
000248,000003,ACADEMY DOZEN,ZERO FISHER,24.99,0,009924
000249,000004,ACADEMY DRACULA,JOHNNY LOLLOBRIGIDA,16.99,0,005402
000250,000010,ACADEMY DRAGON,KIRK POSEY,11.99,0,001196
000251,000012,ACADEMY DRAGONFLY,JOAN POITIER,13.99,0,002646
000252,000005,ACADEMY DREAM,LEELEE PFEIFFER,15.99,0,009469
000253,000013,ACADEMY DRIFTER,EWAN O’DONNELL,25.99,0,003279
000254,000013,ACADEMY DRIVER,SPENCER NICHOLSON,14.99,0,006092
000255,000014,ACADEMY DRIVING,GWYNETH MCQUEEN,16.99,0,005054
000256,000009,ACADEMY DROP,ELIZABETH HUDSON,29.99,0,002151
000257,000004,ACADEMY DRUMLINE,UMA WAYNE,26.99,0,004885
000258,000013,ACADEMY DRUMS,CLARK BASINGER,10.99,0,006256
000259,000007,ACADEMY DUCK,FRED MCKELLEN,14.99,0,003180
000260,000015,ACADEMY DUDE,WALTER PFEIFFER,14.99,0,006978
000261,000013,ACADEMY DUFFEL,CHRISTIAN MARX,9.99,0,008439
000262,000004,ACADEMY DUMBO,RALPH SINATRA,12.99,0,000469
000263,000011,ACADEMY DURHAM,BRAD HAWKE,26.99,0,009439
000264,000008,ACADEMY DWARFS,LANA SPACEK,25.99,0,004838
000265,000002,ACADEMY DYING,DENNIS ALLEN,9.99,0,003220
000266,000012,ACADEMY DYNAMITE,TIM BACALL,27.99,0,005114
000267,000012,ACADEMY EAGLES,GLENN DICAPRIO,20.99,0,009679
000268,000010,ACADEMY EARLY,HELEN BLOOM,23.99,0,008445
000269,000010,ACADEMY EARRING,MEL GRANT,13.99,0,008064
000270,000011,ACADEMY EARTH,RIVER DEE,27.99,0,000904
000271,000004,ACADEMY EASY,CANDICE AFFLECK,12.99,0,001602
000272,000011,ACADEMY EDGE,JADA MIRANDA,29.99,0,008630
000273,000016,ACADEMY EFFECT,VIVIEN PRESLEY,16.99,0,008806
000274,000003,ACADEMY EGG,EMILY BENING,27.99,0,004175
000275,000011,ACADEMY EGYPT,MARISA WATSON,19.99,0,009163
000276,000010,ACADEMY ELEMENT,SUSAN BALL,23.99,0,008229
000277,000014,ACADEMY ELEPHANT,JOAN STREEP,15.99,0,006505
000278,000003,ACADEMY ELF,IAN RUSH,11.99,0,008480
000279,000016,ACADEMY ELIZABETH,SPENCER DUNST,14.99,0,001647
000280,000011,ACADEMY EMPIRE,BRUCE SOBIESKI,15.99,0,009311
000281,000004,ACADEMY ENCINO,WILLEM TORN,12.99,0,001659
000282,000016,ACADEMY ENCOUNTERS,AL HOPPER,18.99,0,008462
000283,000002,ACADEMY ENDING,MADELINE TOMEI,19.99,1,007486
000284,000006,ACADEMY ENEMY,ANGELA WITHERSPOON,14.99,0,002036
000285,000007,ACADEMY ENGLISH,ALICIA TRACY,20.99,0,003473
000286,000008,ACADEMY ENOUGH,ED HOPPER,18.99,0,008399
000287,000010,ACADEMY ENTRAPMENT,FRANK LUGOSI,21.99,0,000380
000288,000008,ACADEMY ESCAPE,TIM CAGE,10.99,0,009278
000289,000014,ACADEMY EVE,SPENCER ZELLWEGER,27.99,0,001442
000290,000002,ACADEMY EVERYONE,ANGELINA NORTON,11.99,0,002715
000291,000008,ACADEMY EVOLUTION,NATALIE NICHOLSON,23.99,0,003398
000292,000009,ACADEMY EXCITEMENT,THORA PENN,26.99,0,009627
000293,000015,ACADEMY EXORCIST,BRAD RYAN,26.99,0,007354
000294,000012,ACADEMY EXPECATIONS,NEVE PFEIFFER,22.99,0,009902
000295,000013,ACADEMY EXPENDABLE,MEG PACINO,26.99,0,008951
000296,000002,ACADEMY EXPRESS,LANA DUKAKIS,26.99,0,006873
000297,000003,ACADEMY EXTRAORDINARY,HUME LANCASTER,11.99,0,007358
000298,000002,ACADEMY EYES,JULIETTE DRIVER,12.99,0,004168
000299,000015,ACADEMY FACTORY,CHARLES STALLONE,22.99,0,007583
000300,000011,ACADEMY FALCON,JESSICA DUKAKIS,15.99,0,002854
000301,000004,ACADEMY FAMILY,LAURA DERN,25.99,0,005792
000302,000008,ACADEMY FANTASIA,CARY DRIVER,27.99,0,005337
000303,000010,ACADEMY FANTASY,RITA HUNT,11.99,0,009190
000304,000009,ACADEMY FARGO,ORLANDO LANCASTER,23.99,0,002580
000305,000008,ACADEMY FATAL,KEVIN SINATRA,28.99,0,006886
000306,000004,ACADEMY FEATHERS,UMA FINNEY,25.99,0,000444
000307,000006,ACADEMY FELLOWSHIP,GOLDIE LANCASTER,19.99,0,007295
000308,000001,ACADEMY FERRIS,DARYL ANISTON,26.99,0,008497
000309,000013,ACADEMY FEUD,HUME O’DONNELL,19.99,0,005901
000310,000013,ACADEMY FEVER,HUMPHREY SORVINO,15.99,0,005268
000311,000001,ACADEMY FICTION,RUBY WATSON,29.99,0,009414
000312,000001,ACADEMY FIDDLER,JON BENING,16.99,0,009134
000313,000002,ACADEMY FIDELITY,TIM LEIGH,14.99,0,000780
000314,000002,ACADEMY FIGHT,PAUL CLOSE,19.99,0,001553
000315,000002,ACADEMY FINDING,WINONA HOPPER,19.99,0,007322
000316,000001,ACADEMY FIRE,MATTHEW RYDER,27.99,0,003846
000317,000014,ACADEMY FIREBALL,JEFF REYNOLDS,15.99,0,009982
000318,000004,ACADEMY FIREHOUSE,KIRSTEN CHASE,12.99,0,009711
000319,000004,ACADEMY FISH,CARY KINNEAR,9.99,0,008122
000320,000003,ACADEMY FLAMINGOS,EMILY COSTNER,12.99,0,000514
000321,000015,ACADEMY FLASH,RUBY PFEIFFER,20.99,0,006075
000322,000016,ACADEMY FLATLINERS,HALLE HOPE,17.99,0,004634
000323,000007,ACADEMY FLIGHT,LIZA AKROYD,29.99,0,000476
000324,000015,ACADEMY FLINTSTONES,LEELEE HECHE,10.99,0,006526
000325,000015,ACADEMY FLOATS,RIVER MCDORMAND,12.99,0,005078
000326,000004,ACADEMY FLYING,DREW NICHOLSON,10.99,0,008490
000327,000011,ACADEMY FOOL,FRANCES CRUZ,9.99,0,000646
000328,000008,ACADEMY FOREVER,AUDREY WRAY,11.99,0,002533
000329,000003,ACADEMY FORREST,MEL TOMEI,24.99,0,001261
000330,000007,ACADEMY FORRESTER,NICOLE STALLONE,13.99,0,005288
000331,000012,ACADEMY FORWARD,DEBBIE CROWE,29.99,0,004502
000332,000014,ACADEMY FRANKENSTEIN,MARISA TORN,11.99,0,002410
000333,000003,ACADEMY FREAKY,DREW HARRIS,14.99,0,001928
000334,000009,ACADEMY FREDDY,BETTE NICHOLSON,12.99,0,000471
000335,000005,ACADEMY FREEDOM,SIDNEY SOBIESKI,10.99,0,008771
000336,000010,ACADEMY FRENCH,ANTHONY RUSH,25.99,0,003041
000337,000004,ACADEMY FRIDA,DANIEL LAW,27.99,0,001197
000338,000002,ACADEMY FRISCO,JULIETTE STREEP,16.99,0,000486
000339,000009,ACADEMY FROGMEN,NATALIE MALDEN,22.99,0,001527
000340,000011,ACADEMY FRONTIER,WILLIAM BIRCH,21.99,0,000322
000341,000008,ACADEMY FROST,RITA PENN,19.99,0,005657
000342,000014,ACADEMY FUGITIVE,CARY PITT,9.99,0,008035
000343,000003,ACADEMY FULL,MARLENE POSEY,23.99,0,007442
000344,000012,ACADEMY FURY,GRACE MOSTEL,18.99,0,001146
000345,000010,ACADEMY GABLES,DANIEL WITHERSPOON,21.99,0,003328
000346,000010,ACADEMY GALAXY,ANGELINA AKROYD,17.99,0,005549
000347,000016,ACADEMY GAMES,FRANK FOSTER,11.99,0,009238
000348,000015,ACADEMY GANDHI,MATTHEW JOHANSSON,21.99,0,007835
000349,000006,ACADEMY GANGS,JAYNE THERON,22.99,0,007431
000350,000013,ACADEMY GARDEN,NATALIE WAHLBERG,29.99,0,002829
000351,000005,ACADEMY GASLIGHT,FAY BOLGER,16.99,0,008108
000352,000015,ACADEMY GATHERING,CHARLTON KEATON,13.99,0,005131
000353,000003,ACADEMY GENTLEMEN,AL LANSBURY,25.99,0,001792
000354,000010,ACADEMY GHOST,ANNETTE HOPE,9.99,0,003873
000355,000013,ACADEMY GHOSTBUSTERS,GARY TAYLOR,19.99,0,008027
000356,000013,ACADEMY GIANT,SPENCER CAMPBELL,10.99,0,004315
000357,000015,ACADEMY GILBERT,VAL HACKMAN,9.99,0,005809
000358,000009,ACADEMY GILMORE,CATE PFEIFFER,20.99,0,002677
000359,000012,ACADEMY GLADIATOR,MINNIE BRANDO,25.99,0,008167
000360,000003,ACADEMY GLASS,MENA TYLER,19.99,0,005300
000361,000005,ACADEMY GLEAMING,MATTHEW CROWE,13.99,0,001615
000362,000011,ACADEMY GLORY,KIM CAMPBELL,21.99,0,001563
000363,000003,ACADEMY GO,SHIRLEY PENN,15.99,0,004077
000364,000010,ACADEMY GODFATHER,JULIA ANISTON,14.99,0,006566
000365,000002,ACADEMY GOLD,KIRSTEN AFFLECK,25.99,0,009753
000366,000006,ACADEMY GOLDFINGER,CHRIS RYAN,29.99,1,004240
